country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
RUS,1989,3,short,1,0,22844,1053,549,469,1106,1679,2065,2547,3378,4655,7098,9883,14748,20781,28790,45377,70174,112898,197154,.,.,.,.,.,.
RUS,1989,3,short,1,1,1396,107,13,10,15,32,56,83,122,150,191,198,221,215,180,180,206,183,176,.,.,.,.,.,.
RUS,1989,3,short,1,2,85,96,79,60,81,101,139,240,470,894,1831,2931,4663,6404,7528,9281,9989,9295,7359,.,.,.,.,.,.
RUS,1989,3,short,1,3,52,7,2,3,4,4,3,3,5,6,6,9,16,19,27,37,43,43,12,.,.,.,.,.,.
RUS,1989,3,short,1,4,85,10,3,5,9,11,13,17,20,29,34,65,115,177,305,350,388,305,193,.,.,.,.,.,.
RUS,1989,3,short,1,5,1,5,13,7,10,10,9,12,20,25,34,37,37,28,27,30,58,100,169,.,.,.,.,.,.
RUS,1989,3,short,1,6,344,75,44,35,43,40,39,45,55,66,73,80,95,88,96,99,101,134,210,.,.,.,.,.,.
RUS,1989,3,short,1,7,75,10,6,10,32,56,112,237,512,981,1708,2575,3981,6023,9100,15741,26519,46379,88843,.,.,.,.,.,.
RUS,1989,3,short,1,8,16,3,2,3,13,25,32,55,112,239,525,990,2012,3647,6397,11820,20672,36490,65020,.,.,.,.,.,.
RUS,1989,3,short,1,9,4,2,1,0,2,5,7,10,18,32,64,111,216,442,838,1987,4118,9297,20817,.,.,.,.,.,.
RUS,1989,3,short,1,10,2735,191,17,10,16,15,15,22,36,56,87,128,189,242,278,414,570,755,1066,.,.,.,.,.,.
RUS,1989,3,short,1,11,74,10,2,6,12,14,18,28,44,80,175,331,677,1059,1439,2281,3472,5126,7820,.,.,.,.,.,.
RUS,1989,3,short,1,12,138,13,6,5,13,23,34,62,104,168,272,369,538,731,982,1293,1669,1896,1958,.,.,.,.,.,.
RUS,1989,3,short,1,13,14,3,2,3,9,9,10,11,16,18,24,38,49,62,74,69,67,77,83,.,.,.,.,.,.
RUS,1989,3,short,1,14,17,5,4,5,23,45,49,55,68,83,103,143,198,262,366,506,674,717,730,.,.,.,.,.,.
RUS,1989,3,short,1,15,17078,131,33,17,16,15,12,10,9,10,13,13,11,10,12,9,10,9,11,.,.,.,.,.,.
RUS,1989,3,short,1,16,729,383,321,290,807,1273,1516,1657,1767,1819,1957,1867,1734,1374,1141,1280,1616,2090,2686,.,.,.,.,.,.
RUS,1990,3,short,1,0,22601,988,534,443,1135,1689,2066,2691,3561,4980,7564,10360,15226,21921,29545,45677,71521,115916,203704,.,.,.,.,.,.
RUS,1990,3,short,1,1,1245,85,12,7,14,30,53,86,130,152,194,211,215,214,177,174,171,162,196,.,.,.,.,.,.
RUS,1990,3,short,1,2,100,94,74,58,86,95,139,234,457,935,1855,2964,4727,6561,7716,9260,10020,9365,7382,.,.,.,.,.,.
RUS,1990,3,short,1,3,50,7,3,3,4,4,3,3,5,6,8,11,16,18,25,38,37,41,28,.,.,.,.,.,.
RUS,1990,3,short,1,4,72,7,3,4,9,11,13,19,22,32,40,70,126,213,322,384,430,352,212,.,.,.,.,.,.
RUS,1990,3,short,1,5,1,4,12,7,11,10,12,18,24,33,55,46,44,41,33,31,59,103,200,.,.,.,.,.,.
RUS,1990,3,short,1,6,278,71,44,32,38,39,36,48,57,68,90,92,93,96,99,103,121,164,260,.,.,.,.,.,.
RUS,1990,3,short,1,7,72,7,6,6,35,52,108,259,556,1063,1848,2741,4211,6428,9344,15806,26959,47013,89920,.,.,.,.,.,.
RUS,1990,3,short,1,8,15,2,1,2,11,21,33,57,118,259,537,999,1987,3783,6393,11803,21068,37777,68219,.,.,.,.,.,.
RUS,1990,3,short,1,9,3,1,1,1,2,6,6,11,17,36,64,119,224,490,901,2089,4431,10177,23097,.,.,.,.,.,.
RUS,1990,3,short,1,10,2392,149,18,8,15,16,14,24,37,61,115,135,183,240,286,408,553,758,1092,.,.,.,.,.,.
RUS,1990,3,short,1,11,59,8,3,4,13,15,17,25,42,79,181,344,710,1124,1546,2365,3594,5063,7655,.,.,.,.,.,.
RUS,1990,3,short,1,12,110,13,4,7,14,27,34,66,113,181,285,388,540,782,1005,1255,1676,1989,2016,.,.,.,.,.,.
RUS,1990,3,short,1,13,13,2,1,3,6,7,8,11,17,18,24,33,49,59,77,78,80,81,72,.,.,.,.,.,.
RUS,1990,3,short,1,14,13,4,3,6,24,45,42,54,69,79,105,138,197,284,386,476,667,743,729,.,.,.,.,.,.
RUS,1990,3,short,1,15,17469,138,38,19,16,14,11,10,9,12,11,13,15,11,11,9,10,9,11,.,.,.,.,.,.
RUS,1990,3,short,1,16,708,395,313,276,838,1296,1537,1767,1889,1966,2151,2057,1888,1573,1223,1396,1644,2117,2616,.,.,.,.,.,.
RUS,1991,3,short,1,0,22754,1003,592,513,1170,1771,2233,2841,3769,5240,7552,10603,15201,22317,29979,45302,71540,114474,201500,.,.,.,.,.,.
RUS,1991,3,short,1,1,1140,79,12,8,15,31,57,92,137,162,193,216,208,219,174,170,167,139,180,.,.,.,.,.,.
RUS,1991,3,short,1,2,97,96,71,64,89,103,141,239,464,952,1772,3022,4649,6691,7860,9294,10105,9272,7424,.,.,.,.,.,.
RUS,1991,3,short,1,3,47,9,3,3,4,6,4,3,5,4,6,10,15,21,34,29,41,31,25,.,.,.,.,.,.
RUS,1991,3,short,1,4,79,9,4,5,7,11,17,21,24,35,52,74,141,228,361,418,462,358,231,.,.,.,.,.,.
RUS,1991,3,short,1,5,3,5,14,11,17,13,16,21,28,38,45,45,43,41,38,36,56,108,205,.,.,.,.,.,.
RUS,1991,3,short,1,6,294,73,48,37,45,43,43,52,64,79,86,92,103,98,104,107,133,182,309,.,.,.,.,.,.
RUS,1991,3,short,1,7,72,9,4,7,32,57,122,265,572,1098,1814,2777,4193,6564,9483,15736,26926,46547,87994,.,.,.,.,.,.
RUS,1991,3,short,1,8,16,1,1,2,12,20,32,60,118,272,561,1005,2007,3834,6514,11598,21274,37456,68709,.,.,.,.,.,.
RUS,1991,3,short,1,9,3,1,1,1,4,5,5,11,20,39,69,117,224,501,937,2097,4611,10424,23564,.,.,.,.,.,.
RUS,1991,3,short,1,10,2607,138,16,13,15,14,18,27,42,66,99,136,178,227,256,351,488,677,955,.,.,.,.,.,.
RUS,1991,3,short,1,11,45,7,3,5,10,13,19,25,41,79,166,321,645,1099,1474,2217,3220,4549,6616,.,.,.,.,.,.
RUS,1991,3,short,1,12,126,12,4,6,12,21,40,68,121,176,291,404,554,764,985,1272,1675,1921,1968,.,.,.,.,.,.
RUS,1991,3,short,1,13,12,1,2,3,8,7,9,12,13,21,26,33,50,57,75,80,85,82,66,.,.,.,.,.,.
RUS,1991,3,short,1,14,13,3,3,4,22,39,46,55,66,80,109,134,193,283,378,511,638,694,722,.,.,.,.,.,.
RUS,1991,3,short,1,15,17430,141,35,21,16,16,14,10,11,11,15,14,13,10,13,12,10,9,11,.,.,.,.,.,.
RUS,1991,3,short,1,16,769,422,371,322,866,1371,1649,1877,2046,2127,2250,2202,1987,1680,1292,1373,1650,2026,2523,.,.,.,.,.,.
RUS,1992,3,short,1,0,22828,998,568,500,1278,2065,2625,3415,4496,6312,8723,12295,16402,23731,31425,46666,72507,114014,203674,.,.,.,.,.,.
RUS,1992,3,short,1,1,1043,72,13,8,15,36,62,113,152,191,230,254,244,236,197,166,173,182,182,.,.,.,.,.,.
RUS,1992,3,short,1,2,105,92,74,65,88,103,149,239,458,940,1749,3158,4605,6740,8128,9388,10233,9379,7352,.,.,.,.,.,.
RUS,1992,3,short,1,3,48,6,3,2,5,4,5,4,5,8,11,16,15,21,30,41,46,43,37,.,.,.,.,.,.
RUS,1992,3,short,1,4,83,7,3,4,8,13,24,24,29,38,56,83,147,236,372,453,460,365,279,.,.,.,.,.,.
RUS,1992,3,short,1,5,3,5,12,10,18,19,21,27,38,48,65,68,64,54,48,49,73,135,253,.,.,.,.,.,.
RUS,1992,3,short,1,6,369,67,44,40,54,47,50,53,68,84,99,109,105,106,109,119,134,139,194,.,.,.,.,.,.
RUS,1992,3,short,1,7,96,11,5,7,34,68,142,334,691,1310,2118,3210,4611,7095,9995,16081,27077,46036,87482,.,.,.,.,.,.
RUS,1992,3,short,1,8,15,1,1,2,12,23,36,69,136,296,583,1135,2089,4024,6735,12165,21745,37501,70685,.,.,.,.,.,.
RUS,1992,3,short,1,9,2,1,1,1,3,4,8,13,17,35,70,128,224,513,971,2168,4669,10530,24654,.,.,.,.,.,.
RUS,1992,3,short,1,10,2546,116,13,10,18,16,24,37,59,102,147,207,230,280,292,366,477,609,799,.,.,.,.,.,.
RUS,1992,3,short,1,11,43,6,2,6,11,16,20,28,46,93,177,349,647,1153,1514,2238,3264,4283,6327,.,.,.,.,.,.
RUS,1992,3,short,1,12,131,13,6,6,17,27,49,89,157,244,348,485,640,851,1055,1362,1763,1973,2062,.,.,.,.,.,.
RUS,1992,3,short,1,13,12,2,1,3,8,9,11,13,18,22,26,36,56,63,73,80,88,69,91,.,.,.,.,.,.
RUS,1992,3,short,1,14,17,5,4,5,23,47,46,53,73,84,110,147,214,285,376,493,608,705,736,.,.,.,.,.,.
RUS,1992,3,short,1,15,17484,133,42,21,19,13,13,9,12,11,14,13,18,12,11,12,10,9,12,.,.,.,.,.,.
RUS,1992,3,short,1,16,832,459,344,310,947,1619,1968,2308,2536,2807,2918,2898,2494,2062,1521,1484,1687,2057,2530,.,.,.,.,.,.
RUS,1993,3,short,1,0,23905,1109,583,536,1487,2468,3226,4367,5957,8547,11504,16009,20234,28476,37278,51905,80505,125710,226734,.,.,.,.,.,.
RUS,1993,3,short,1,1,1263,87,13,9,21,45,85,145,206,297,332,351,332,314,254,200,210,196,199,.,.,.,.,.,.
RUS,1993,3,short,1,2,99,91,66,62,85,100,151,250,487,979,1772,3298,4683,6835,8447,9355,10222,9378,7320,.,.,.,.,.,.
RUS,1993,3,short,1,3,61,6,4,3,4,4,4,4,6,7,10,15,17,26,33,45,50,40,34,.,.,.,.,.,.
RUS,1993,3,short,1,4,100,9,5,4,12,19,27,30,38,51,74,99,181,279,419,497,479,398,285,.,.,.,.,.,.
RUS,1993,3,short,1,5,1,7,13,9,17,19,28,47,79,117,148,138,135,109,78,59,83,134,235,.,.,.,.,.,.
RUS,1993,3,short,1,6,336,78,49,40,51,46,55,67,88,111,126,135,139,134,150,157,187,213,297,.,.,.,.,.,.
RUS,1993,3,short,1,7,107,9,6,9,38,86,198,468,960,1818,2892,4418,6080,9104,12529,18766,31223,51311,98362,.,.,.,.,.,.
RUS,1993,3,short,1,8,18,2,1,2,12,22,44,79,172,375,739,1457,2500,4868,8002,13597,24005,41554,78090,.,.,.,.,.,.
RUS,1993,3,short,1,9,4,1,1,1,2,5,8,13,24,43,91,157,278,637,1206,2510,5481,12080,28831,.,.,.,.,.,.
RUS,1993,3,short,1,10,2963,153,19,12,17,24,37,72,129,222,318,400,404,438,417,442,584,749,956,.,.,.,.,.,.
RUS,1993,3,short,1,11,59,8,3,7,13,17,26,37,72,138,247,474,818,1474,1974,2567,3685,4724,6699,.,.,.,.,.,.
RUS,1993,3,short,1,12,145,15,6,6,17,32,70,120,224,356,505,658,825,973,1150,1376,1663,1902,1930,.,.,.,.,.,.
RUS,1993,3,short,1,13,15,2,2,3,6,10,11,16,20,28,39,43,66,72,88,93,91,91,92,.,.,.,.,.,.
RUS,1993,3,short,1,14,14,6,5,4,23,42,52,59,72,102,124,168,209,286,390,476,597,651,711,.,.,.,.,.,.
RUS,1993,3,short,1,15,17758,161,37,22,18,14,14,11,12,14,16,16,14,12,12,10,14,10,12,.,.,.,.,.,.
RUS,1993,3,short,1,16,962,474,354,342,1151,1983,2415,2949,3368,3889,4072,4184,3551,2915,2127,1756,1929,2279,2685,.,.,.,.,.,.
RUS,1994,3,short,1,0,23877,1073,540,507,1516,2635,3488,4834,6772,9741,13411,18400,23145,31676,40299,53543,83488,130031,229555,.,.,.,.,.,.
RUS,1994,3,short,1,1,1152,95,20,10,24,56,94,159,258,354,428,444,400,357,274,204,216,203,213,.,.,.,.,.,.
RUS,1994,3,short,1,2,94,86,63,55,84,102,150,248,468,976,1825,3300,4822,6787,8439,9125,10024,9108,7068,.,.,.,.,.,.
RUS,1994,3,short,1,3,66,8,3,3,5,4,4,4,6,7,11,11,18,22,26,33,35,35,24,.,.,.,.,.,.
RUS,1994,3,short,1,4,102,9,4,5,10,19,30,34,40,56,80,112,201,323,454,566,565,447,286,.,.,.,.,.,.
RUS,1994,3,short,1,5,0,8,10,9,12,18,38,70,128,185,235,247,223,180,114,84,95,158,218,.,.,.,.,.,.
RUS,1994,3,short,1,6,313,85,48,37,48,54,58,75,102,132,160,172,178,153,150,173,190,218,275,.,.,.,.,.,.
RUS,1994,3,short,1,7,80,11,7,9,44,99,234,592,1175,2172,3526,5269,7190,10522,13847,19520,32243,52607,97756,.,.,.,.,.,.
RUS,1994,3,short,1,8,25,1,1,2,13,25,45,90,189,426,885,1722,2897,5515,8816,14440,25484,43825,81044,.,.,.,.,.,.
RUS,1994,3,short,1,9,3,1,1,1,4,5,8,17,28,58,99,197,346,745,1375,2573,5981,13281,30300,.,.,.,.,.,.
RUS,1994,3,short,1,10,2512,141,18,11,17,27,48,104,186,299,422,517,524,550,473,461,579,677,855,.,.,.,.,.,.
RUS,1994,3,short,1,11,36,8,2,5,13,18,27,45,92,163,283,551,906,1631,2111,2606,3761,4642,6434,.,.,.,.,.,.
RUS,1994,3,short,1,12,142,11,4,7,18,39,79,173,308,474,677,843,1013,1116,1223,1324,1638,1838,1719,.,.,.,.,.,.
RUS,1994,3,short,1,13,11,2,1,3,9,10,14,18,24,31,40,52,66,74,87,84,94,74,76,.,.,.,.,.,.
RUS,1994,3,short,1,14,20,7,4,5,21,47,52,62,79,115,150,180,232,304,409,468,568,621,642,.,.,.,.,.,.
RUS,1994,3,short,1,15,18332,143,37,19,18,16,13,11,11,12,15,16,13,13,11,11,9,10,9,.,.,.,.,.,.
RUS,1994,3,short,1,16,990,458,318,327,1175,2094,2596,3132,3677,4281,4575,4766,4116,3385,2490,1869,2008,2288,2638,.,.,.,.,.,.
RUS,1995,3,short,1,0,22527,1106,566,525,1669,2771,3483,4658,6371,9030,12463,17282,21553,29405,38868,51111,78402,125490,222680,.,.,.,.,.,.
RUS,1995,3,short,1,1,1177,100,22,13,30,77,122,183,272,381,415,440,404,331,267,206,188,185,186,.,.,.,.,.,.
RUS,1995,3,short,1,2,87,89,62,53,84,98,146,252,480,937,1795,3179,4672,6480,8416,8992,9869,9016,6987,.,.,.,.,.,.
RUS,1995,3,short,1,3,60,8,4,3,3,3,5,4,5,7,10,13,18,24,32,42,50,43,34,.,.,.,.,.,.
RUS,1995,3,short,1,4,73,8,4,4,11,21,29,31,37,54,79,111,196,317,458,596,569,473,334,.,.,.,.,.,.
RUS,1995,3,short,1,5,0,6,10,6,14,20,38,78,129,193,236,278,236,194,129,92,107,139,245,.,.,.,.,.,.
RUS,1995,3,short,1,6,303,82,46,43,53,54,61,74,96,133,164,170,168,166,173,179,212,260,338,.,.,.,.,.,.
RUS,1995,3,short,1,7,107,10,7,9,43,111,233,548,1055,1916,3139,4764,6492,9531,13067,18366,29933,50394,93874,.,.,.,.,.,.
RUS,1995,3,short,1,8,21,2,1,2,12,25,46,86,186,398,842,1638,2757,5225,8581,13928,24236,43551,81155,.,.,.,.,.,.
RUS,1995,3,short,1,9,4,1,1,1,3,4,8,13,23,44,92,179,311,645,1206,2220,5063,11902,27795,.,.,.,.,.,.
RUS,1995,3,short,1,10,2412,156,23,12,22,36,54,107,179,301,400,517,502,497,464,452,548,620,795,.,.,.,.,.,.
RUS,1995,3,short,1,11,38,8,3,5,10,19,29,44,81,147,252,509,757,1372,1909,2353,3265,4153,5884,.,.,.,.,.,.
RUS,1995,3,short,1,12,108,16,5,6,20,43,93,186,312,484,678,871,1050,1175,1294,1407,1696,1882,1811,.,.,.,.,.,.
RUS,1995,3,short,1,13,13,2,2,3,6,10,14,16,21,31,38,49,63,76,88,95,98,81,85,.,.,.,.,.,.
RUS,1995,3,short,1,14,17,6,3,5,20,43,48,61,76,103,139,179,219,298,398,447,589,569,644,.,.,.,.,.,.
RUS,1995,3,short,1,15,17078,155,37,19,16,13,14,10,12,13,13,16,15,13,12,10,11,8,7,.,.,.,.,.,.
RUS,1995,3,short,1,16,1027,455,338,343,1324,2193,2544,2966,3408,3889,4172,4371,3693,3059,2376,1726,1969,2214,2505,.,.,.,.,.,.
RUS,1996,3,short,1,0,21734,996,499,461,1507,2637,3218,4170,5499,7791,10960,15089,19675,27192,37349,49987,75713,123455,217310,.,.,.,.,.,.
RUS,1996,3,short,1,1,1096,83,14,8,33,103,155,218,296,378,423,436,393,311,267,193,196,166,148,.,.,.,.,.,.
RUS,1996,3,short,1,2,86,75,55,54,77,99,150,246,443,903,1776,2941,4519,6228,8248,8971,9793,8982,6887,.,.,.,.,.,.
RUS,1996,3,short,1,3,53,7,4,5,5,4,3,4,5,8,10,13,17,19,30,39,51,34,26,.,.,.,.,.,.
RUS,1996,3,short,1,4,85,7,3,3,10,20,27,30,31,49,67,107,173,306,440,568,548,427,319,.,.,.,.,.,.
RUS,1996,3,short,1,5,0,4,8,6,14,19,30,52,79,120,152,178,160,136,96,67,80,124,216,.,.,.,.,.,.
RUS,1996,3,short,1,6,288,79,49,33,47,48,58,66,87,107,138,144,152,147,159,180,229,277,343,.,.,.,.,.,.
RUS,1996,3,short,1,7,82,12,8,8,43,107,217,450,882,1596,2728,4179,5838,8738,12548,17919,28943,50009,92773,.,.,.,.,.,.
RUS,1996,3,short,1,8,19,1,1,2,13,22,43,81,168,362,791,1464,2598,4911,8368,13715,23756,43290,80392,.,.,.,.,.,.
RUS,1996,3,short,1,9,2,0,0,1,2,5,9,14,24,45,88,152,283,587,1118,2099,4484,11035,24976,.,.,.,.,.,.
RUS,1996,3,short,1,10,2193,159,19,12,23,35,53,90,148,233,324,394,431,414,423,397,498,566,689,.,.,.,.,.,.
RUS,1996,3,short,1,11,37,7,3,4,11,21,27,39,66,122,214,398,694,1241,1824,2295,3109,3966,5645,.,.,.,.,.,.
RUS,1996,3,short,1,12,125,13,7,7,20,44,81,162,268,416,578,763,926,1057,1194,1358,1628,1781,1797,.,.,.,.,.,.
RUS,1996,3,short,1,13,10,3,1,4,9,13,14,15,21,28,39,46,56,78,76,82,78,73,69,.,.,.,.,.,.
RUS,1996,3,short,1,14,11,5,5,5,21,40,44,52,69,95,120,171,205,277,334,435,518,528,548,.,.,.,.,.,.
RUS,1996,3,short,1,15,16688,148,33,18,13,14,10,10,10,9,14,14,16,14,12,10,12,10,5,.,.,.,.,.,.
RUS,1996,3,short,1,16,959,392,289,292,1169,2044,2298,2639,2901,3322,3498,3689,3212,2728,2212,1658,1790,2187,2479,.,.,.,.,.,.
RUS,1997,3,short,1,0,21445,1012,456,433,1335,2474,2948,3724,4890,6769,9503,13068,18499,25600,36864,50157,76418,123392,218472,.,.,.,.,.,.
RUS,1997,3,short,1,1,993,77,13,8,33,114,167,209,295,370,394,402,372,304,251,176,166,139,127,.,.,.,.,.,.
RUS,1997,3,short,1,2,90,82,55,48,80,98,139,241,445,868,1698,2746,4523,6139,8150,9219,9869,9166,7185,.,.,.,.,.,.
RUS,1997,3,short,1,3,60,7,3,3,5,4,3,3,6,6,8,12,15,20,28,35,37,29,27,.,.,.,.,.,.
RUS,1997,3,short,1,4,83,9,4,4,8,22,27,31,30,44,64,88,162,287,401,539,539,386,283,.,.,.,.,.,.
RUS,1997,3,short,1,5,1,5,5,4,9,17,24,37,54,80,90,102,112,98,73,59,88,131,278,.,.,.,.,.,.
RUS,1997,3,short,1,6,245,70,41,32,47,49,48,58,75,94,116,132,131,132,138,146,187,221,340,.,.,.,.,.,.
RUS,1997,3,short,1,7,80,13,5,7,43,104,191,383,750,1379,2309,3522,5399,8173,12334,17883,29168,49730,92123,.,.,.,.,.,.
RUS,1997,3,short,1,8,24,0,1,2,11,22,41,76,158,323,704,1358,2515,4670,8462,13881,24419,43999,82610,.,.,.,.,.,.
RUS,1997,3,short,1,9,5,0,0,0,3,4,9,14,23,42,78,142,276,521,1120,2081,4448,10610,24558,.,.,.,.,.,.
RUS,1997,3,short,1,10,2258,169,19,11,23,33,46,74,113,174,237,291,372,375,398,392,479,581,727,.,.,.,.,.,.
RUS,1997,3,short,1,11,37,9,4,4,9,20,26,37,58,99,184,322,649,1141,1818,2252,3058,3815,5412,.,.,.,.,.,.
RUS,1997,3,short,1,12,119,12,5,4,17,38,74,143,226,350,492,671,830,971,1157,1322,1600,1868,1789,.,.,.,.,.,.
RUS,1997,3,short,1,13,10,1,2,2,6,10,12,14,21,22,33,45,54,63,74,81,85,59,60,.,.,.,.,.,.
RUS,1997,3,short,1,14,11,3,4,4,18,37,37,55,68,83,113,133,185,255,332,408,486,529,513,.,.,.,.,.,.
RUS,1997,3,short,1,15,16419,167,33,19,13,12,11,10,9,11,14,13,13,11,10,9,8,8,5,.,.,.,.,.,.
RUS,1997,3,short,1,16,1010,388,263,282,1008,1890,2091,2337,2560,2823,2971,3091,2889,2438,2118,1673,1782,2119,2435,.,.,.,.,.,.
RUS,1998,3,short,1,0,21048,958,486,438,1354,2562,2996,3678,4711,6535,9231,12538,17987,24256,35850,50357,74403,120303,215437,.,.,.,.,.,.
RUS,1998,3,short,1,1,960,68,12,8,27,88,147,197,261,334,367,351,348,299,241,175,161,167,143,.,.,.,.,.,.
RUS,1998,3,short,1,2,84,77,55,48,77,100,147,235,423,846,1668,2724,4513,5957,8074,9403,9722,9227,7322,.,.,.,.,.,.
RUS,1998,3,short,1,3,47,7,3,3,4,3,3,4,4,6,7,11,11,18,29,34,45,31,27,.,.,.,.,.,.
RUS,1998,3,short,1,4,72,10,4,4,10,19,30,26,29,37,57,92,154,278,418,523,539,426,282,.,.,.,.,.,.
RUS,1998,3,short,1,5,0,6,9,5,11,16,22,30,44,61,76,75,96,87,60,57,93,181,262,.,.,.,.,.,.
RUS,1998,3,short,1,6,256,75,46,29,47,44,45,55,69,86,110,118,124,123,131,159,205,247,330,.,.,.,.,.,.
RUS,1998,3,short,1,7,83,11,7,4,43,112,200,385,726,1338,2274,3440,5260,7714,11960,17897,28450,48185,90075,.,.,.,.,.,.
RUS,1998,3,short,1,8,24,1,1,2,12,24,38,76,154,320,698,1303,2482,4432,8366,14268,24321,43995,83892,.,.,.,.,.,.
RUS,1998,3,short,1,9,6,1,1,1,2,5,9,11,20,37,72,141,266,504,1035,1963,3960,9516,22840,.,.,.,.,.,.
RUS,1998,3,short,1,10,2087,145,16,12,20,29,42,68,101,164,221,283,333,336,357,340,412,501,679,.,.,.,.,.,.
RUS,1998,3,short,1,11,30,9,3,3,13,19,21,34,50,88,158,280,565,946,1616,2057,2674,3394,4762,.,.,.,.,.,.
RUS,1998,3,short,1,12,104,10,4,5,15,35,69,128,214,321,463,631,804,943,1112,1318,1551,1803,1805,.,.,.,.,.,.
RUS,1998,3,short,1,13,14,1,2,2,7,11,12,13,18,23,29,37,52,63,73,69,77,58,63,.,.,.,.,.,.
RUS,1998,3,short,1,14,12,5,3,4,17,32,41,50,58,76,106,132,165,231,323,404,462,442,468,.,.,.,.,.,.
RUS,1998,3,short,1,15,16244,156,35,19,13,9,8,8,9,10,12,11,11,10,9,9,8,5,5,.,.,.,.,.,.
RUS,1998,3,short,1,16,1026,374,283,289,1037,2014,2163,2355,2530,2786,2914,2909,2803,2314,2048,1678,1723,2124,2482,.,.,.,.,.,.
RUS,1999,3,short,1,0,20730,1047,498,462,1414,2841,3320,4115,5292,7343,10344,14238,19608,26490,37889,53182,76337,124818,226698,.,.,.,.,.,.
RUS,1999,3,short,1,1,1120,72,14,9,34,128,202,276,346,431,499,459,438,372,277,208,161,140,138,.,.,.,.,.,.
RUS,1999,3,short,1,2,88,83,53,50,74,97,148,247,431,845,1659,2849,4505,6062,7956,9485,9784,9389,7583,.,.,.,.,.,.
RUS,1999,3,short,1,3,60,8,2,3,3,4,4,4,5,7,10,11,16,19,29,33,50,47,28,.,.,.,.,.,.
RUS,1999,3,short,1,4,84,8,6,4,10,22,32,35,34,45,66,102,157,259,372,445,477,368,231,.,.,.,.,.,.
RUS,1999,3,short,1,5,2,6,7,5,8,15,22,33,49,68,87,89,96,89,71,67,89,137,272,.,.,.,.,.,.
RUS,1999,3,short,1,6,288,85,51,37,47,48,48,56,73,94,119,129,138,129,123,134,181,228,341,.,.,.,.,.,.
RUS,1999,3,short,1,7,124,14,8,8,41,131,221,443,836,1549,2577,4056,6026,8797,13330,19487,30023,50831,95686,.,.,.,.,.,.
RUS,1999,3,short,1,8,10,1,3,4,13,30,49,86,177,355,756,1438,2641,4741,8681,14667,24293,44667,87287,.,.,.,.,.,.
RUS,1999,3,short,1,9,5,2,3,1,3,7,10,14,21,42,79,148,287,565,1129,2268,4183,10308,24362,.,.,.,.,.,.
RUS,1999,3,short,1,10,2077,173,19,12,22,40,63,96,154,226,334,396,449,427,412,393,454,605,788,.,.,.,.,.,.
RUS,1999,3,short,1,11,56,12,5,2,11,19,24,32,53,100,178,311,598,1048,1727,2226,2712,3551,4981,.,.,.,.,.,.
RUS,1999,3,short,1,12,126,14,7,6,17,41,84,157,259,386,535,708,885,1018,1133,1372,1629,1864,1901,.,.,.,.,.,.
RUS,1999,3,short,1,13,11,1,1,4,9,10,11,16,16,23,29,47,54,63,76,74,84,87,81,.,.,.,.,.,.
RUS,1999,3,short,1,14,21,6,2,4,17,36,42,57,65,80,108,144,176,245,319,416,483,478,524,.,.,.,.,.,.
RUS,1999,3,short,1,15,15535,170,34,20,14,15,12,13,14,12,17,17,15,13,11,8,9,8,7,.,.,.,.,.,.
RUS,1999,3,short,1,16,1124,390,284,293,1091,2197,2345,2549,2757,3081,3292,3337,3129,2643,2244,1898,1723,2109,2487,.,.,.,.,.,.
RUS,2000,3,short,1,0,19561,1008,478,447,1485,3081,3723,4413,5726,7953,11209,15436,21001,27689,38584,54433,76611,123524,227185,.,.,.,.,.,.
RUS,2000,3,short,1,1,954,76,14,9,33,122,214,284,364,462,512,489,442,363,256,195,155,142,133,.,.,.,.,.,.
RUS,2000,3,short,1,2,98,76,52,47,75,95,138,230,426,812,1602,2808,4532,6048,7802,9494,9999,9505,7865,.,.,.,.,.,.
RUS,2000,3,short,1,3,55,6,4,2,4,3,3,3,5,6,11,11,16,24,25,31,47,54,32,.,.,.,.,.,.
RUS,2000,3,short,1,4,93,11,6,4,9,23,30,32,33,42,61,103,149,227,350,402,420,299,218,.,.,.,.,.,.
RUS,2000,3,short,1,5,1,5,4,3,6,11,25,39,59,75,102,111,104,98,78,73,117,193,365,.,.,.,.,.,.
RUS,2000,3,short,1,6,285,88,46,32,44,48,54,63,89,110,142,154,161,139,129,113,126,141,235,.,.,.,.,.,.
RUS,2000,3,short,1,7,105,15,8,10,44,153,284,521,947,1737,2907,4516,6549,9368,13746,20081,29851,50397,96451,.,.,.,.,.,.
RUS,2000,3,short,1,8,15,1,2,3,12,27,45,92,185,396,811,1560,2891,5047,8948,15248,25038,44981,88718,.,.,.,.,.,.
RUS,2000,3,short,1,9,2,1,2,2,5,7,9,12,23,41,77,155,286,563,1094,2185,3883,9417,22725,.,.,.,.,.,.
RUS,2000,3,short,1,10,1679,156,21,11,26,52,80,129,215,311,448,549,563,538,467,440,455,615,839,.,.,.,.,.,.
RUS,2000,3,short,1,11,50,9,4,4,9,20,29,34,61,104,194,336,613,1056,1750,2345,2665,3435,4766,.,.,.,.,.,.
