country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
RUS,1991,1,short,1,3,53,8,4,4,5,8,4,3,6,5,6,10,16,23,35,38,53,41,32,.,.,.,.,.,.
RUS,1991,1,short,1,4,93,9,4,4,5,9,16,26,31,44,54,73,113,167,229,273,375,242,248,.,.,.,.,.,.
RUS,1991,1,short,1,5,2,7,14,12,20,14,20,31,43,59,69,74,65,60,51,32,60,102,206,.,.,.,.,.,.
RUS,1991,1,short,1,6,337,85,55,45,54,52,46,59,74,90,100,116,136,132,146,151,219,274,398,.,.,.,.,.,.
RUS,1991,1,short,1,7,85,9,3,8,44,77,187,440,978,1873,3066,4685,6740,10309,14950,22649,36297,58294,101029,.,.,.,.,.,.
RUS,1991,1,short,1,8,19,1,1,2,14,23,42,81,164,368,734,1329,2590,5099,8374,14315,24992,41038,70279,.,.,.,.,.,.
RUS,1991,1,short,1,9,4,1,1,1,5,6,7,14,28,53,103,183,342,760,1473,2990,5945,11958,23513,.,.,.,.,.,.
RUS,1991,1,short,1,10,2915,150,17,15,17,19,24,42,67,107,169,242,315,413,515,647,884,1153,1488,.,.,.,.,.,.
RUS,1991,1,short,1,11,49,7,2,7,12,16,22,31,53,115,269,546,1140,2076,3150,4775,7033,9860,12373,.,.,.,.,.,.
RUS,1991,1,short,1,12,139,13,4,7,16,25,59,106,182,273,448,614,788,1144,1490,1855,2406,2800,2836,.,.,.,.,.,.
RUS,1991,1,short,1,13,10,1,1,1,5,5,6,9,11,15,21,24,39,45,52,47,72,67,81,.,.,.,.,.,.
RUS,1991,1,short,1,14,17,4,3,5,13,24,33,45,61,81,122,152,209,348,539,937,1609,2185,3097,.,.,.,.,.,.
RUS,1991,1,short,1,15,20212,157,36,22,19,17,17,11,13,11,12,13,14,10,21,21,13,20,25,.,.,.,.,.,.
RUS,1991,1,short,1,16,823,510,535,468,1324,2309,2852,3271,3541,3611,3845,3785,3421,2910,2293,2357,2816,3219,4603,.,.,.,.,.,.
RUS,1992,1,short,1,0,26277,1139,734,662,1821,3225,4247,5536,7137,9892,13556,19513,25381,36666,49145,69450,100966,147140,237481,.,.,.,.,.,.
RUS,1992,1,short,1,1,1193,81,13,9,17,51,96,192,270,344,424,490,465,465,421,366,391,323,418,.,.,.,.,.,.
RUS,1992,1,short,1,2,114,104,87,75,102,112,152,224,449,1065,2186,4504,6937,10603,13642,15999,17368,15881,12774,.,.,.,.,.,.
RUS,1992,1,short,1,3,58,5,3,2,5,5,5,5,6,8,14,19,19,24,35,57,57,63,59,.,.,.,.,.,.
RUS,1992,1,short,1,4,88,6,3,4,7,11,21,28,33,48,65,86,116,171,249,315,359,332,301,.,.,.,.,.,.
RUS,1992,1,short,1,5,2,5,10,11,23,25,25,40,59,71,99,110,102,84,69,50,75,150,278,.,.,.,.,.,.
RUS,1992,1,short,1,6,440,73,52,46,68,57,58,63,80,103,116,141,141,136,164,150,191,216,302,.,.,.,.,.,.
RUS,1992,1,short,1,7,104,12,5,8,46,95,222,556,1158,2212,3596,5468,7395,11152,15660,23472,36347,58047,101351,.,.,.,.,.,.
RUS,1992,1,short,1,8,20,1,2,2,14,28,46,99,195,404,773,1503,2677,5269,8721,14785,25249,41610,73178,.,.,.,.,.,.
RUS,1992,1,short,1,9,1,1,1,1,4,4,11,17,23,51,104,204,350,780,1484,3072,5988,11989,24865,.,.,.,.,.,.
RUS,1992,1,short,1,10,2895,125,12,12,22,21,37,61,99,175,263,390,434,536,569,718,893,1081,1400,.,.,.,.,.,.
RUS,1992,1,short,1,11,44,6,3,7,12,19,26,37,64,140,292,598,1151,2163,3148,4906,7140,9031,11971,.,.,.,.,.,.
RUS,1992,1,short,1,12,161,14,7,5,20,33,69,140,240,378,523,758,964,1280,1637,2023,2507,2760,2970,.,.,.,.,.,.
RUS,1992,1,short,1,13,16,2,2,2,5,6,9,10,13,18,24,28,46,49,53,73,68,93,65,.,.,.,.,.,.
RUS,1992,1,short,1,14,18,5,4,5,17,34,35,47,65,96,128,169,244,348,554,939,1512,2218,3012,.,.,.,.,.,.
RUS,1992,1,short,1,15,20220,136,44,21,21,15,14,9,13,11,16,15,16,12,13,14,15,15,32,.,.,.,.,.,.
RUS,1992,1,short,1,16,904,563,485,452,1439,2708,3417,4007,4373,4768,4934,5029,4324,3594,2727,2510,2805,3330,4504,.,.,.,.,.,.
RUS,1993,1,short,1,0,27020,1225,733,701,2157,3872,5239,7108,9543,13573,18031,25522,31654,44784,58845,78736,113797,165788,263990,.,.,.,.,.,.
RUS,1993,1,short,1,1,1466,92,14,9,26,65,135,246,359,528,596,679,648,617,552,421,456,375,390,.,.,.,.,.,.
RUS,1993,1,short,1,2,89,99,73,66,98,108,157,233,492,1127,2240,4734,7049,10870,14140,15991,17696,16353,12944,.,.,.,.,.,.
RUS,1993,1,short,1,3,71,6,4,4,6,4,4,5,8,7,10,16,21,30,36,45,59,40,60,.,.,.,.,.,.
RUS,1993,1,short,1,4,110,8,5,3,8,19,24,36,49,65,78,98,145,210,290,326,324,340,289,.,.,.,.,.,.
RUS,1993,1,short,1,5,1,8,14,10,20,26,43,78,126,186,223,228,218,183,127,84,71,115,262,.,.,.,.,.,.
RUS,1993,1,short,1,6,388,89,52,43,62,56,70,85,114,137,164,190,188,196,225,230,269,290,382,.,.,.,.,.,.
RUS,1993,1,short,1,7,119,11,7,10,54,123,315,775,1592,3039,4808,7369,9875,14479,19863,28147,42675,66075,113120,.,.,.,.,.,.
RUS,1993,1,short,1,8,23,2,0,3,16,25,60,113,248,526,1009,1937,3216,6530,10499,17130,28477,47646,81323,.,.,.,.,.,.
RUS,1993,1,short,1,9,5,1,1,1,3,6,9,16,35,62,134,255,431,977,1875,3620,7226,14100,29321,.,.,.,.,.,.
RUS,1993,1,short,1,10,3259,167,21,13,23,31,54,114,212,381,552,743,759,845,821,879,1117,1366,1666,.,.,.,.,.,.
RUS,1993,1,short,1,11,76,9,3,9,15,23,32,52,109,220,411,842,1509,2834,4140,5752,8129,10286,12738,.,.,.,.,.,.
RUS,1993,1,short,1,12,174,15,6,7,20,43,107,190,352,550,753,992,1184,1471,1765,2064,2490,2702,2966,.,.,.,.,.,.
RUS,1993,1,short,1,13,19,2,2,2,6,6,8,13,19,29,40,40,63,58,65,86,70,85,99,.,.,.,.,.,.
RUS,1993,1,short,1,14,19,7,5,4,18,31,49,56,73,115,135,198,246,352,568,897,1450,2028,2982,.,.,.,.,.,.
RUS,1993,1,short,1,15,20170,160,41,24,21,17,17,14,12,18,18,16,16,16,14,10,19,23,29,.,.,.,.,.,.
RUS,1993,1,short,1,16,1031,549,485,492,1760,3288,4154,5085,5742,6583,6860,7184,6089,5117,3867,3052,3266,3964,5419,.,.,.,.,.,.
RUS,1994,1,short,1,0,27436,1192,665,654,2188,4169,5656,7842,10902,15486,21133,29433,36611,50095,63147,81659,117238,169800,268726,.,.,.,.,.,.
RUS,1994,1,short,1,1,1277,103,22,11,31,80,148,266,447,631,767,841,780,714,572,430,424,343,443,.,.,.,.,.,.
RUS,1994,1,short,1,2,89,94,71,60,101,112,158,234,457,1108,2305,4646,7196,10688,13898,15655,16998,15564,12823,.,.,.,.,.,.
RUS,1994,1,short,1,3,76,8,4,3,6,5,5,5,8,7,15,11,22,27,32,33,53,51,47,.,.,.,.,.,.
RUS,1994,1,short,1,4,123,10,4,5,10,16,28,43,51,69,90,120,167,237,287,404,384,354,274,.,.,.,.,.,.
RUS,1994,1,short,1,5,0,7,11,10,15,27,56,113,205,294,378,423,372,315,196,119,102,163,207,.,.,.,.,.,.
RUS,1994,1,short,1,6,369,97,50,41,58,62,69,96,140,180,212,246,256,215,220,241,288,327,458,.,.,.,.,.,.
RUS,1994,1,short,1,7,102,11,7,9,61,152,375,968,1945,3589,5839,8810,11769,16900,21710,29525,44113,67589,114071,.,.,.,.,.,.
RUS,1994,1,short,1,8,32,1,1,1,15,32,60,131,278,612,1219,2367,3879,7504,11740,18309,30575,50008,84596,.,.,.,.,.,.
RUS,1994,1,short,1,9,3,1,1,1,4,6,8,23,42,89,151,323,539,1151,2134,3787,7688,15561,30691,.,.,.,.,.,.
RUS,1994,1,short,1,10,2863,154,21,12,21,38,72,171,314,510,737,961,995,1080,950,950,1119,1223,1596,.,.,.,.,.,.
RUS,1994,1,short,1,11,42,7,3,5,15,22,36,64,145,265,477,999,1683,3185,4347,5880,8324,10018,12852,.,.,.,.,.,.
RUS,1994,1,short,1,12,164,14,4,7,25,52,118,269,475,722,1002,1228,1472,1661,1848,2014,2320,2630,2666,.,.,.,.,.,.
RUS,1994,1,short,1,13,9,3,2,2,7,8,12,16,23,29,41,57,61,68,70,80,86,68,104,.,.,.,.,.,.
RUS,1994,1,short,1,14,27,8,4,5,16,33,49,59,82,135,173,219,268,379,570,863,1351,1910,2650,.,.,.,.,.,.
RUS,1994,1,short,1,15,21112,148,39,19,21,18,15,11,12,11,15,17,16,16,12,14,15,14,21,.,.,.,.,.,.
RUS,1994,1,short,1,16,1148,526,421,465,1779,3505,4446,5375,6278,7235,7714,8166,7138,5956,4562,3354,3398,3976,5229,.,.,.,.,.,.
RUS,1995,1,short,1,0,25634,1237,711,675,2457,4421,5612,7513,10237,14392,19634,27554,34241,46279,60298,77167,109002,161138,255152,.,.,.,.,.,.
RUS,1995,1,short,1,1,1346,110,26,12,38,119,189,304,474,684,732,839,798,653,537,428,363,369,364,.,.,.,.,.,.
RUS,1995,1,short,1,2,94,99,69,58,93,106,148,238,465,1044,2220,4458,6980,10153,13699,15245,17042,15255,12098,.,.,.,.,.,.
RUS,1995,1,short,1,3,71,8,3,4,5,4,5,5,5,9,12,15,18,28,38,44,63,54,59,.,.,.,.,.,.
RUS,1995,1,short,1,4,78,8,4,4,8,18,32,36,46,68,92,104,162,238,309,376,422,365,254,.,.,.,.,.,.
RUS,1995,1,short,1,5,0,8,10,7,18,28,58,124,208,310,383,463,400,342,221,133,127,153,318,.,.,.,.,.,.
RUS,1995,1,short,1,6,330,92,56,47,68,66,72,97,131,178,233,253,244,238,264,266,347,395,484,.,.,.,.,.,.
RUS,1995,1,short,1,7,108,9,6,10,65,175,372,895,1762,3201,5238,7959,10714,15288,20369,27631,40850,63867,107226,.,.,.,.,.,.
RUS,1995,1,short,1,8,26,3,1,2,13,32,61,122,265,568,1147,2221,3761,7094,11425,17353,28043,48525,84018,.,.,.,.,.,.
RUS,1995,1,short,1,9,7,1,1,1,3,5,10,18,33,66,137,289,499,994,1832,3216,6238,13661,27071,.,.,.,.,.,.
RUS,1995,1,short,1,10,2645,167,23,11,30,50,86,171,302,509,698,973,955,978,905,894,1034,1167,1494,.,.,.,.,.,.
RUS,1995,1,short,1,11,44,8,3,6,12,22,37,64,128,239,417,914,1409,2660,3862,5364,7230,9107,11708,.,.,.,.,.,.
RUS,1995,1,short,1,12,113,18,6,6,26,63,145,290,487,741,1024,1278,1509,1735,1935,2204,2552,2738,2737,.,.,.,.,.,.
RUS,1995,1,short,1,13,20,2,3,3,4,8,14,14,20,29,44,46,57,66,76,80,88,103,101,.,.,.,.,.,.
RUS,1995,1,short,1,14,16,6,4,4,14,34,39,61,82,128,169,220,261,371,580,828,1311,1733,2566,.,.,.,.,.,.
RUS,1995,1,short,1,15,19612,161,39,18,18,14,16,12,14,15,17,15,15,16,18,13,23,16,10,.,.,.,.,.,.
RUS,1995,1,short,1,16,1123,538,456,482,2041,3674,4327,5063,5814,6604,7070,7504,6459,5425,4231,3092,3267,3629,4646,.,.,.,.,.,.
RUS,1996,1,short,1,0,24928,1120,618,584,2185,4229,5144,6746,8788,12429,17257,23900,31180,42507,57366,74804,103926,157655,245517,.,.,.,.,.,.
RUS,1996,1,short,1,1,1256,92,13,10,49,170,257,378,525,696,786,838,784,617,532,419,424,302,294,.,.,.,.,.,.
RUS,1996,1,short,1,2,69,82,62,58,85,115,151,222,421,991,2178,4033,6700,9722,13376,15055,16665,15569,12390,.,.,.,.,.,.
RUS,1996,1,short,1,3,66,7,4,4,5,4,4,5,6,10,12,15,19,22,32,41,59,55,17,.,.,.,.,.,.
RUS,1996,1,short,1,4,104,8,4,3,9,20,27,33,38,57,73,103,138,221,313,352,361,284,354,.,.,.,.,.,.
RUS,1996,1,short,1,5,0,5,9,7,18,29,43,85,123,197,249,285,270,239,175,92,73,163,237,.,.,.,.,.,.
RUS,1996,1,short,1,6,334,94,52,40,61,63,77,87,114,145,191,199,221,217,229,260,321,427,494,.,.,.,.,.,.
RUS,1996,1,short,1,7,101,12,8,9,65,167,342,752,1474,2687,4595,7016,9656,13913,19153,26661,38930,62813,104164,.,.,.,.,.,.
RUS,1996,1,short,1,8,26,0,1,2,14,27,57,118,239,514,1063,1984,3503,6602,11057,17033,27176,47956,81317,.,.,.,.,.,.
RUS,1996,1,short,1,9,3,0,0,1,2,7,11,20,33,66,133,249,459,911,1715,3052,5594,12626,24690,.,.,.,.,.,.
RUS,1996,1,short,1,10,2485,174,18,12,31,51,80,148,248,400,574,721,827,793,818,803,924,1031,1150,.,.,.,.,.,.
RUS,1996,1,short,1,11,35,10,3,4,13,29,39,57,104,200,361,714,1286,2395,3648,5237,6954,8538,10901,.,.,.,.,.,.
RUS,1996,1,short,1,12,142,14,7,7,25,66,124,250,413,647,878,1131,1378,1592,1808,2022,2342,2657,2812,.,.,.,.,.,.
RUS,1996,1,short,1,13,13,3,1,3,8,12,12,14,19,24,37,42,49,78,62,60,78,74,75,.,.,.,.,.,.
RUS,1996,1,short,1,14,12,5,6,4,16,32,36,53,72,113,148,206,243,345,482,786,1132,1531,2237,.,.,.,.,.,.
RUS,1996,1,short,1,15,19263,151,37,16,14,15,12,12,10,11,15,15,18,17,14,10,24,27,16,.,.,.,.,.,.
RUS,1996,1,short,1,16,1017,462,395,405,1769,3424,3872,4513,4947,5673,5965,6348,5630,4822,3954,2921,2869,3602,4369,.,.,.,.,.,.
RUS,1997,1,short,1,0,24499,1095,566,580,1896,3911,4675,5954,7787,10772,14844,20426,29268,39749,56239,74310,104521,156797,246378,.,.,.,.,.,.
RUS,1997,1,short,1,1,1116,82,15,9,45,187,280,360,520,684,736,772,754,618,513,375,303,297,249,.,.,.,.,.,.
RUS,1997,1,short,1,2,87,90,62,55,92,107,137,226,417,941,2066,3687,6708,9447,13102,15494,16699,15939,13224,.,.,.,.,.,.
RUS,1997,1,short,1,3,77,7,4,3,5,4,4,3,7,7,9,12,17,22,31,33,27,39,52,.,.,.,.,.,.
RUS,1997,1,short,1,4,98,9,4,3,7,20,27,36,38,53,69,87,134,211,268,360,379,312,303,.,.,.,.,.,.
RUS,1997,1,short,1,5,2,6,5,6,12,23,37,58,87,130,142,167,184,173,130,75,111,186,392,.,.,.,.,.,.
RUS,1997,1,short,1,6,280,65,45,37,60,60,57,76,92,124,156,179,198,186,206,212,245,343,446,.,.,.,.,.,.
RUS,1997,1,short,1,7,84,14,6,10,62,161,304,630,1265,2347,3906,5908,8937,12996,18713,26159,39339,61848,103072,.,.,.,.,.,.
RUS,1997,1,short,1,8,30,0,0,1,13,27,57,103,221,456,941,1795,3400,6266,11159,17231,27808,48339,83576,.,.,.,.,.,.
RUS,1997,1,short,1,9,3,0,1,0,5,6,10,17,33,59,119,225,452,802,1724,2958,5598,12280,23792,.,.,.,.,.,.
RUS,1997,1,short,1,10,2597,180,20,10,32,46,68,112,187,291,409,521,698,721,762,719,867,1082,1326,.,.,.,.,.,.
RUS,1997,1,short,1,11,44,9,5,6,11,28,36,52,90,159,300,547,1199,2196,3616,4976,6907,8416,10867,.,.,.,.,.,.
RUS,1997,1,short,1,12,132,14,5,5,22,53,115,226,357,543,751,998,1237,1442,1703,1929,2225,2614,2699,.,.,.,.,.,.
RUS,1997,1,short,1,13,8,2,2,3,5,9,11,14,19,20,30,40,47,52,59,64,86,65,77,.,.,.,.,.,.
RUS,1997,1,short,1,14,11,3,3,6,13,29,34,53,69,94,128,164,227,315,448,703,1082,1484,1919,.,.,.,.,.,.
RUS,1997,1,short,1,15,18777,169,37,21,15,13,12,9,11,12,15,14,11,12,11,12,13,12,8,.,.,.,.,.,.
RUS,1997,1,short,1,16,1154,445,352,406,1497,3137,3485,3976,4371,4855,5067,5310,5066,4288,3796,3011,2832,3539,4375,.,.,.,.,.,.
RUS,1998,1,short,1,0,23965,1068,602,551,1898,4079,4747,5890,7516,10392,14510,19605,28377,37852,54609,73733,101430,152214,239840,.,.,.,.,.,.
RUS,1998,1,short,1,1,1125,72,13,9,34,137,236,321,456,607,686,664,711,605,484,364,312,329,277,.,.,.,.,.,.
RUS,1998,1,short,1,2,88,85,60,53,93,111,148,219,384,900,2046,3623,6678,9201,12882,15560,16272,15976,13256,.,.,.,.,.,.
RUS,1998,1,short,1,3,53,7,2,3,4,3,3,4,6,6,9,12,10,18,34,35,47,28,16,.,.,.,.,.,.
RUS,1998,1,short,1,4,85,10,3,4,9,20,30,31,35,47,63,86,116,201,292,346,376,365,297,.,.,.,.,.,.
RUS,1998,1,short,1,5,0,7,12,5,16,23,34,49,73,103,119,117,161,156,100,74,95,247,383,.,.,.,.,.,.
RUS,1998,1,short,1,6,279,84,49,33,59,58,55,69,88,112,148,153,176,176,180,226,286,388,483,.,.,.,.,.,.
RUS,1998,1,short,1,7,97,11,8,4,60,182,319,632,1219,2286,3861,5821,8743,12412,18281,25871,38669,60369,99049,.,.,.,.,.,.
RUS,1998,1,short,1,8,32,1,1,2,13,32,50,109,218,450,942,1728,3341,5961,10980,17626,27371,47932,83497,.,.,.,.,.,.
RUS,1998,1,short,1,9,5,1,1,1,3,6,11,14,28,55,109,230,439,800,1600,2874,5087,10721,22601,.,.,.,.,.,.
RUS,1998,1,short,1,10,2338,151,17,11,25,43,63,111,166,282,390,514,629,655,684,656,779,936,1207,.,.,.,.,.,.
RUS,1998,1,short,1,11,31,11,3,3,15,27,29,50,76,138,259,483,1050,1827,3245,4499,6092,7651,9943,.,.,.,.,.,.
RUS,1998,1,short,1,12,141,14,4,5,20,46,106,195,329,495,713,955,1183,1392,1663,1890,2290,2609,2704,.,.,.,.,.,.
RUS,1998,1,short,1,13,13,0,2,1,5,10,9,13,16,24,28,34,43,51,61,48,60,75,60,.,.,.,.,.,.
RUS,1998,1,short,1,14,11,6,3,4,13,27,35,51,55,89,128,157,201,284,442,686,925,1186,1589,.,.,.,.,.,.
RUS,1998,1,short,1,15,18564,165,39,20,14,10,10,8,10,11,13,12,13,12,9,13,9,8,18,.,.,.,.,.,.
RUS,1998,1,short,1,16,1102,445,383,394,1517,3344,3608,4015,4355,4786,4996,5014,4883,4099,3671,2964,2759,3395,4462,.,.,.,.,.,.
RUS,1999,1,short,1,0,23397,1155,610,611,2002,4524,5314,6590,8430,11702,16369,22371,31171,42063,57969,78451,104135,157505,253006,.,.,.,.,.,.
RUS,1999,1,short,1,1,1255,82,13,10,41,201,337,471,606,788,934,872,876,762,570,444,336,284,240,.,.,.,.,.,.
RUS,1999,1,short,1,2,96,87,62,56,86,108,147,234,396,893,2017,3786,6629,9326,12642,15608,16377,16444,14042,.,.,.,.,.,.
RUS,1999,1,short,1,3,65,10,3,4,4,5,5,5,5,8,10,11,18,20,33,41,48,53,29,.,.,.,.,.,.
RUS,1999,1,short,1,4,89,8,5,4,8,21,32,37,41,52,72,107,133,195,257,287,321,303,180,.,.,.,.,.,.
RUS,1999,1,short,1,5,2,8,9,6,8,21,32,50,75,110,140,144,150,152,115,99,127,156,403,.,.,.,.,.,.
RUS,1999,1,short,1,6,338,94,58,43,60,65,64,67,96,127,158,178,190,184,172,194,236,334,537,.,.,.,.,.,.
RUS,1999,1,short,1,7,126,13,11,9,60,202,359,726,1387,2599,4340,6835,10023,14364,20404,28302,40663,64086,106274,.,.,.,.,.,.
RUS,1999,1,short,1,8,10,1,3,4,16,39,64,120,249,496,1023,1927,3623,6583,11445,18473,27407,47913,86880,.,.,.,.,.,.
RUS,1999,1,short,1,9,8,2,3,1,4,8,14,20,29,64,121,235,462,918,1755,3257,5354,11777,23649,.,.,.,.,.,.
RUS,1999,1,short,1,10,2321,182,23,14,27,55,98,155,252,387,585,707,846,826,781,712,776,947,1397,.,.,.,.,.,.
RUS,1999,1,short,1,11,52,14,5,2,13,29,34,47,85,161,301,541,1120,2061,3533,4824,6306,7920,10028,.,.,.,.,.,.
RUS,1999,1,short,1,12,149,14,9,8,22,62,130,242,397,595,834,1073,1317,1543,1707,2033,2256,2570,2812,.,.,.,.,.,.
RUS,1999,1,short,1,13,11,2,1,3,7,10,12,17,17,22,31,48,49,60,58,63,88,94,87,.,.,.,.,.,.
RUS,1999,1,short,1,14,19,5,2,4,14,30,39,52,67,95,124,170,215,295,412,678,1015,1330,1920,.,.,.,.,.,.
RUS,1999,1,short,1,15,17683,169,35,23,16,19,14,15,14,14,20,15,19,15,9,11,12,9,5,.,.,.,.,.,.
RUS,1999,1,short,1,16,1171,464,368,418,1617,3650,3932,4331,4713,5290,5657,5718,5501,4759,4077,3425,2812,3284,4524,.,.,.,.,.,.
RUS,2000,1,short,1,0,22187,1117,590,581,2142,4988,6044,7076,9186,12772,17928,24471,33369,44438,59302,80620,105680,157742,254867,.,.,.,.,.,.
RUS,2000,1,short,1,1,1098,85,16,9,40,189,349,475,637,828,950,926,875,746,512,403,317,273,241,.,.,.,.,.,.
RUS,2000,1,short,1,2,103,77,57,51,85,106,140,205,408,848,1933,3743,6705,9346,12358,15370,16596,16722,13624,.,.,.,.,.,.
RUS,2000,1,short,1,3,63,7,4,3,4,4,4,3,6,8,12,15,16,27,27,33,39,73,49,.,.,.,.,.,.
RUS,2000,1,short,1,4,107,12,8,3,6,18,32,33,41,52,70,110,131,175,241,263,266,257,205,.,.,.,.,.,.
RUS,2000,1,short,1,5,2,6,4,3,8,16,36,58,92,121,170,182,165,173,142,116,130,235,539,.,.,.,.,.,.
RUS,2000,1,short,1,6,341,96,53,39,54,63,70,84,121,151,199,219,232,212,199,157,153,195,250,.,.,.,.,.,.
RUS,2000,1,short,1,7,97,17,7,14,61,250,460,848,1577,2947,4940,7638,10842,15487,21237,29439,41002,64254,107458,.,.,.,.,.,.
RUS,2000,1,short,1,8,23,0,2,4,16,37,63,126,267,562,1131,2110,3967,7077,11915,19545,28845,48921,90508,.,.,.,.,.,.
RUS,2000,1,short,1,9,0,1,1,1,6,9,13,17,33,59,120,252,486,931,1711,3164,5096,10797,21649,.,.,.,.,.,.
RUS,2000,1,short,1,10,1883,155,23,13,34,74,119,201,352,529,784,985,1069,1059,909,795,814,1117,1523,.,.,.,.,.,.
RUS,2000,1,short,1,11,53,11,4,5,12,29,45,49,97,172,326,602,1149,2106,3590,5053,6370,7950,10099,.,.,.,.,.,.
RUS,2000,1,short,1,12,93,13,6,7,22,70,146,277,444,659,896,1162,1393,1565,1770,1997,2204,2516,2715,.,.,.,.,.,.
RUS,2000,1,short,1,13,5,2,3,5,7,10,14,19,21,26,36,49,58,63,54,47,72,73,147,.,.,.,.,.,.
RUS,2000,1,short,1,14,21,4,4,3,11,29,44,55,62,92,122,172,216,274,407,652,941,1116,1695,.,.,.,.,.,.
RUS,2000,1,short,1,15,17190,166,39,18,16,15,11,13,13,15,17,15,19,13,10,10,17,10,20,.,.,.,.,.,.
RUS,2000,1,short,1,16,1109,462,361,403,1757,4068,4496,4612,5017,5703,6222,6291,6050,5182,4219,3578,2818,3234,4148,.,.,.,.,.,.
RUS,2001,1,short,1,0,21631,1118,586,603,1936,4390,5863,7114,9494,13222,18760,25794,33947,46265,59652,81010,105233,154967,249754,.,.,.,.,.,.
RUS,2001,1,short,1,1,941,89,14,10,38,160,342,467,617,793,949,929,845,724,502,372,277,249,212,.,.,.,.,.,.
RUS,2001,1,short,1,2,101,79,52,50,78,103,148,200,382,822,1877,3736,6210,9140,12146,15016,16738,16676,14258,.,.,.,.,.,.
RUS,2001,1,short,1,3,69,6,2,4,3,5,3,4,4,7,9,14,16,20,23,34,29,33,36,.,.,.,.,.,.
RUS,2001,1,short,1,4,85,8,4,6,6,17,30,41,40,48,70,103,116,153,231,256,263,234,201,.,.,.,.,.,.
RUS,2001,1,short,1,5,0,5,2,2,3,11,31,56,93,141,191,212,213,200,149,119,134,228,473,.,.,.,.,.,.
RUS,2001,1,short,1,6,358,94,54,40,47,65,71,96,127,166,219,246,266,227,212,185,183,175,325,.,.,.,.,.,.
RUS,2001,1,short,1,7,95,15,7,11,53,179,396,808,1609,3040,5125,8086,11347,16586,21586,30231,41077,63570,105926,.,.,.,.,.,.
RUS,2001,1,short,1,8,18,3,2,5,11,36,64,131,277,581,1128,2266,3921,7367,12108,20033,29231,48959,89575,.,.,.,.,.,.
RUS,2001,1,short,1,9,5,2,1,2,4,5,11,21,33,62,118,253,498,950,1672,3057,4665,9641,20401,.,.,.,.,.,.
RUS,2001,1,short,1,10,1641,146,17,13,28,52,134,215,371,571,843,1059,1164,1134,927,749,774,1031,1311,.,.,.,.,.,.
RUS,2001,1,short,1,11,39,8,2,5,8,16,26,53,88,173,311,559,1013,1876,3110,4458,5666,7122,8388,.,.,.,.,.,.
RUS,2001,1,short,1,12,113,15,4,8,16,62,164,321,507,730,981,1229,1498,1773,1795,1970,2275,2557,2758,.,.,.,.,.,.
RUS,2001,1,short,1,13,9,2,4,4,5,10,14,15,18,28,36,50,58,63,59,67,53,64,72,.,.,.,.,.,.
RUS,2001,1,short,1,14,22,5,2,2,11,23,34,43,60,78,119,155,185,261,389,574,784,1082,1510,.,.,.,.,.,.
RUS,2001,1,short,1,15,17028,183,43,22,21,14,14,12,12,15,18,18,16,15,11,12,15,0,10,.,.,.,.,.,.
RUS,2001,1,short,1,16,1107,458,375,421,1603,3631,4381,4630,5257,5966,6766,6879,6581,5775,4733,3876,3068,3348,4299,.,.,.,.,.,.
RUS,2002,1,short,1,0,19902,967,509,573,1846,3997,5722,7344,9956,14040,19660,26990,34695,49277,60945,83640,108403,159026,256353,.,.,.,.,.,.
RUS,2002,1,short,1,1,796,70,10,10,20,128,347,466,647,842,1003,1006,905,768,524,409,275,228,190,.,.,.,.,.,.
RUS,2002,1,short,1,2,95,73,56,50,78,100,138,223,389,790,1790,3647,5920,9269,12022,14873,16745,16925,14384,.,.,.,.,.,.
RUS,2002,1,short,1,3,48,6,3,2,5,4,3,4,5,8,7,11,23,21,27,36,48,78,33,.,.,.,.,.,.
RUS,2002,1,short,1,4,65,10,4,6,7,17,32,37,36,52,67,89,128,160,220,273,294,219,188,.,.,.,.,.,.
RUS,2002,1,short,1,5,0,2,3,2,4,10,31,62,105,142,192,242,245,224,172,111,104,190,417,.,.,.,.,.,.
RUS,2002,1,short,1,6,346,84,43,39,52,55,75,93,138,183,261,281,296,294,234,201,225,207,386,.,.,.,.,.,.
RUS,2002,1,short,1,7,96,13,6,10,48,140,423,904,1802,3302,5626,8655,11929,18059,22570,31642,43421,66459,109947,.,.,.,.,.,.
RUS,2002,1,short,1,8,32,0,1,3,14,30,61,134,278,610,1175,2296,3882,7753,12239,20796,29729,50184,91403,.,.,.,.,.,.
RUS,2002,1,short,1,9,5,1,1,2,2,7,11,21,35,59,128,257,456,973,1586,3083,4714,9393,20268,.,.,.,.,.,.
RUS,2002,1,short,1,10,1401,114,21,12,25,52,124,250,424,656,961,1227,1287,1340,1018,881,848,990,1532,.,.,.,.,.,.
RUS,2002,1,short,1,11,40,5,5,4,6,16,29,45,95,176,301,575,929,1872,2987,4598,5790,7194,8756,.,.,.,.,.,.
RUS,2002,1,short,1,12,114,14,4,5,15,63,196,357,582,811,1081,1346,1652,1908,1892,2018,2207,2707,2821,.,.,.,.,.,.
RUS,2002,1,short,1,13,8,1,2,4,5,8,12,16,17,28,38,52,56,60,68,66,66,72,62,.,.,.,.,.,.
